filters,kernel_size,lstm_units,dropout,learning_rate,batch_size,val_loss,method
42,2,82,0.44799597906674204,0.009198404942020675,38,27.745195388793945,PSO
46,4,105,0.12136543253523593,0.0033638885553954824,63,27.55582618713379,PSO
51,3,103,0.3579164224072465,0.00035671327449370943,61,618.7608032226562,PSO
44,4,97,0.3426052375386953,0.008463448666845888,61,28.028987884521484,PSO
45,4,77,0.27266250682929816,0.004062747451503974,60,27.755502700805664,PSO
53,3,94,0.4965271672060675,0.006146485325690472,60,27.625337600708008,PSO
64,3,87,0.40622325157234285,0.007137562935636085,43,27.585535049438477,PSO
44,3,55,0.2218509003783107,0.00895379606030117,60,27.728565216064453,PSO
42,4,91,0.22242013299245714,0.0048648842837305676,61,27.943445205688477,PSO
31,4,107,0.14611274154201462,0.00401057650411931,47,28.348390579223633,PSO
41,4,73,0.1595009004864473,0.007759623568363772,30,27.880373001098633,PSO
46,4,108,0.42336752145257894,0.008911368100094047,62,27.754146575927734,PSO
47,2,101,0.3080538990400382,0.005967239659463952,61,28.41687774658203,PSO
43,3,92,0.3893881626884703,0.0038033630161299803,60,27.463125228881836,PSO
44,2,73,0.21202681848503216,0.00597466739581107,61,27.271892547607422,PSO
53,2,89,0.23304658976823459,0.003135820200875158,60,27.414329528808594,PSO
80,4,89,0.20912869027918338,0.007138973474503514,22,27.830259323120117,PSO
44,2,86,0.21645726608205232,0.005158116904221127,60,27.431821823120117,PSO
44,3,93,0.16973259641738317,0.009825450505209048,61,27.70494270324707,PSO
25,3,105,0.36865280335310024,0.0032768670015349143,33,27.452205657958984,PSO
40,3,63,0.3188190627105696,0.005777251097666538,16,27.258167266845703,PSO
45,2,99,0.2693995120942022,0.0021762813213924604,61,27.697677612304688,PSO
45,2,98,0.25565015207462227,0.009773792099369136,60,27.725988388061523,PSO
43,2,86,0.40448204778849195,0.0003845629364058074,59,561.67626953125,PSO
43,3,70,0.1735514977146744,0.003803183269302707,61,27.584611892700195,PSO
51,2,84,0.4031536437667209,0.009758861690108101,60,27.867345809936523,PSO
94,3,97,0.4258586287976882,0.006383506686947065,49,27.677404403686523,PSO
43,2,120,0.29994336608102357,0.0027509390722220803,60,27.788911819458008,PSO
46,2,86,0.13481380902699894,0.008916538655028885,60,28.220966339111328,PSO
22,4,104,0.1635583703295368,0.006086313945203664,20,27.75258445739746,PSO
40,2,56,0.46842142628153394,0.006512296310018698,56,27.51302146911621,PSO
44,4,81,0.13283427183494814,0.00775132661936109,60,28.06926727294922,PSO
43,2,92,0.21656507950445128,0.0026221950679467796,60,27.22506332397461,PSO
43,2,82,0.3832323567487501,0.002593807377372651,60,27.85906410217285,PSO
44,4,76,0.1788981514196252,0.0011528649626484078,61,379.3206481933594,PSO
44,2,86,0.1273388688732097,0.006546333853892983,60,27.60962677001953,PSO
95,3,109,0.20678589314883591,0.008126305026234206,23,27.43980598449707,PSO
43,2,49,0.35878394474724773,0.004737355163586727,60,27.754535675048828,PSO
48,4,78,0.1398584813672207,0.005207167862340646,59,27.7528076171875,PSO
20,3,101,0.3968713943988723,0.002225433086092655,24,26.414106369018555,PSO
40,4,53,0.16136878018740833,0.0039044881326081205,38,27.83429527282715,PSO
42,2,63,0.4682838161384023,0.007689060679653346,59,27.90645408630371,PSO
41,4,84,0.1773128662078848,0.008183526491308301,60,27.748445510864258,PSO
43,3,84,0.3286424826511781,0.0031108869349512386,60,27.4600772857666,PSO
