dataset,filters,kernel_size,lstm_units,dropout,learning_rate,batch_size,val_loss,val_accuracy,precision,recall,f1,epochs_used,method
Sleep-EDF,32,5,96,0.2,0.0005,16,0.8348437547683716,0.64765625,0.6385101131761843,0.6355626231668583,0.6284873307297454,4,Simulated Annealing
Sleep-EDF,64,5,96,0.2,0.0005,16,0.8629902601242065,0.62734375,0.6304117997267412,0.6141765595661177,0.609227989020244,4,Simulated Annealing
Sleep-EDF,32,5,96,0.2,0.0005,16,0.9174121618270874,0.6265625,0.6114018108710116,0.6139348304771325,0.6006722084856329,4,Simulated Annealing
Sleep-EDF,64,4,96,0.2,0.0005,16,0.8524279594421387,0.628125,0.6385890937791536,0.6150125636114369,0.6002380410584378,4,Simulated Annealing
Sleep-EDF,64,5,96,0.2,0.0005,16,0.9049280285835266,0.621875,0.6035225954191865,0.6076409203096012,0.6013952480662271,4,Simulated Annealing
Sleep-EDF,64,3,96,0.2,0.0005,16,0.846300482749939,0.63359375,0.6090215073945501,0.616267891692771,0.5875507015980724,4,Simulated Annealing
Sleep-EDF,64,3,96,0.2,0.0005,32,0.9200458526611328,0.6140625,0.5985171261471917,0.5978955276813431,0.582938661347052,4,Simulated Annealing
Sleep-EDF,64,3,64,0.2,0.0005,16,0.9019449353218079,0.59453125,0.5845219330201059,0.5795127342657166,0.5751858309107247,4,Simulated Annealing
Sleep-EDF,64,4,96,0.2,0.0005,16,0.9062905311584473,0.61953125,0.5788504551641896,0.6027671049429896,0.5733176721212463,4,Simulated Annealing
Sleep-EDF,64,3,96,0.3,0.0005,16,0.8900430798530579,0.61953125,0.6184690035941314,0.6093652133474922,0.6037566508777336,4,Simulated Annealing
Sleep-EDF,64,3,96,0.2,0.001,16,0.9958855509757996,0.58203125,0.5866888001145028,0.5757289030212267,0.5704654141079003,4,Simulated Annealing
Sleep-EDF,64,3,128,0.2,0.0005,16,0.8875508308410645,0.63046875,0.6406655598386679,0.6154393513158954,0.5947915475732672,4,Simulated Annealing
Sleep-EDF,64,3,96,0.2,0.0005,32,0.8666878938674927,0.6203125,0.60367506663251,0.6073388404192344,0.5963550142895219,4,Simulated Annealing
Sleep-EDF,64,3,128,0.2,0.0005,16,0.8605713844299316,0.62734375,0.6256597812011296,0.614307753264618,0.6098701071871804,4,Simulated Annealing
Sleep-EDF,64,3,96,0.2,0.0005,16,0.938552975654602,0.603125,0.5861506486747038,0.5887595116009724,0.565332677385554,4,Simulated Annealing
Sleep-EDF,64,4,128,0.2,0.0005,16,0.8645766973495483,0.6296875,0.6366531190460492,0.6208008563727747,0.6228364411760439,4,Simulated Annealing
Sleep-EDF,64,4,96,0.2,0.0005,16,0.9419674873352051,0.609375,0.6035501779699441,0.5970054278421044,0.5888246958858918,4,Simulated Annealing
Sleep-EDF,64,5,128,0.2,0.0005,16,0.8803111910820007,0.62421875,0.6143055820971639,0.6113776112562374,0.6044190794023614,4,Simulated Annealing
Sleep-EDF,64,4,96,0.2,0.0005,16,0.832988440990448,0.62890625,0.6245653944651464,0.6191603706415029,0.6127934503563797,4,Simulated Annealing
Sleep-EDF,64,3,96,0.2,0.0005,16,0.8741613626480103,0.61640625,0.615843437185262,0.6053993511431501,0.5978249898518115,4,Simulated Annealing
Sleep-EDF,64,4,96,0.2,0.0001,16,0.9244197607040405,0.6125,0.5938971279564106,0.5976671905850713,0.579675196447085,4,Simulated Annealing
Sleep-EDF,64,4,96,0.2,0.0001,16,0.9731189012527466,0.59453125,0.5514911267544218,0.5784030803336746,0.5530381543304885,4,Simulated Annealing
Sleep-EDF,64,3,96,0.2,0.0005,16,0.9183266758918762,0.5828125,0.5537299166056932,0.5670538802271717,0.5506695032711699,4,Simulated Annealing
Sleep-EDF,64,4,128,0.2,0.0005,16,0.8664261102676392,0.615625,0.6223236097397973,0.6029269480230564,0.5843802708710573,4,Simulated Annealing
Sleep-EDF,64,5,96,0.2,0.0005,16,0.829731285572052,0.64375,0.6313983523508269,0.6302556007538945,0.6277768413505821,4,Simulated Annealing
Sleep-EDF,32,5,96,0.2,0.0005,16,0.8984545469284058,0.6171875,0.5853094347994886,0.6032310718686091,0.5836633377815025,4,Simulated Annealing
Sleep-EDF,64,5,128,0.2,0.0005,16,0.824842631816864,0.66875,0.6617969033066877,0.659439797522033,0.6545054198230175,4,Simulated Annealing
Sleep-EDF,64,5,128,0.2,0.0005,32,0.8066273927688599,0.66875,0.6659791180319442,0.6589199005811734,0.660556168417642,4,Simulated Annealing
Sleep-EDF,96,5,128,0.2,0.0005,32,0.8445354700088501,0.65078125,0.6358131516373324,0.6360761089115815,0.6185226664740557,4,Simulated Annealing
Sleep-EDF,64,5,128,0.2,0.001,32,0.8580248951911926,0.63203125,0.6133082329098364,0.6162051211768726,0.6021432315026014,4,Simulated Annealing
Sleep-EDF,64,4,128,0.2,0.0005,32,0.8294599652290344,0.66328125,0.6629524731035212,0.6486247990608622,0.6397169821833536,4,Simulated Annealing
Sleep-EDF,64,5,96,0.2,0.0005,32,0.8361256718635559,0.65546875,0.643107652880166,0.6407917177561588,0.6281885705705702,4,Simulated Annealing
Sleep-EDF,64,5,128,0.1,0.0005,32,0.83210289478302,0.6578125,0.6538208435695256,0.6503851324823463,0.6489076888988479,4,Simulated Annealing
Sleep-EDF,64,5,128,0.2,0.0001,32,1.0149509906768799,0.578125,0.5574046479078708,0.5607215724049518,0.5356130144667489,4,Simulated Annealing
