dataset,filters,kernel_size,lstm_units,dropout,learning_rate,batch_size,val_loss,val_accuracy,precision,recall,f1,epochs_used,method
Sleep-EDF,54,4,77,0.4988409585541641,0.006060956840611305,40,1.4079718589782715,0.425,0.40241764158768206,0.4020705424143033,0.32741363607374685,3,PSO
Sleep-EDF,70,4,79,0.3079740370269832,0.0016204412640983656,44,0.953708291053772,0.58984375,0.5866729617099549,0.5749689471736472,0.5724239924476201,4,PSO
Sleep-EDF,62,4,81,0.1347003288817287,0.004435539833255251,44,1.0251905918121338,0.55625,0.6134352170626804,0.5510716629013578,0.5593550482792112,4,PSO
Sleep-EDF,59,3,108,0.346635800629311,0.003424413745533801,40,0.9389047622680664,0.59609375,0.5856598827261547,0.5800478260759483,0.5429445654459351,4,PSO
Sleep-EDF,49,3,63,0.42240794881496546,0.007861277174136521,42,1.0956250429153442,0.53125,0.5372580881539036,0.5207092588865768,0.5110859316167186,4,PSO
Sleep-EDF,65,3,66,0.2892989715208427,0.005856238790241297,40,1.305738925933838,0.43359375,0.3797006922913077,0.41052917108601045,0.353856184886218,4,PSO
Sleep-EDF,56,4,58,0.17528272707525921,0.008525566531538015,25,1.3336181640625,0.45390625,0.557730199494326,0.4487156324482955,0.45703101310251554,3,PSO
Sleep-EDF,62,4,71,0.38900195203179205,0.001501810885760451,39,0.9763609766960144,0.5671875,0.5517691514833537,0.5480398173494899,0.518811417385127,4,PSO
Sleep-EDF,22,4,75,0.40692331888390626,0.00834631327752938,44,1.0603309869766235,0.58671875,0.5598676425211246,0.5730991910908789,0.5603274276267948,4,PSO
Sleep-EDF,53,4,74,0.17076110392736898,0.008965512473074309,40,1.2671602964401245,0.471875,0.4435359169965432,0.4659299939868043,0.39682052271269563,4,PSO
Sleep-EDF,54,4,77,0.47942077467387423,0.002535285869499575,40,1.0764309167861938,0.49375,0.541205303884349,0.47545905820965073,0.45190107225788295,4,PSO
Sleep-EDF,72,4,80,0.4111903019609876,0.004165406012631156,43,1.0731264352798462,0.54609375,0.5830346634863594,0.5359384999961265,0.5308676043985501,4,PSO
Sleep-EDF,59,4,78,0.1948004036875961,0.006777650178099041,44,1.219638705253601,0.4875,0.49435031266998364,0.4694730883215389,0.44347455334070807,4,PSO
Sleep-EDF,66,3,110,0.21318990885890213,0.009569006907719316,41,1.1790549755096436,0.47109375,0.49436344701090496,0.46975795106727547,0.4753127142992074,4,PSO
Sleep-EDF,46,3,76,0.1824893780752195,0.003625299095065555,39,0.977328896522522,0.56484375,0.5464529254792526,0.5450119523303576,0.5051241402491511,4,PSO
Sleep-EDF,60,3,60,0.32935124712513797,0.0030677143651974014,41,0.9625150561332703,0.609375,0.6358413169367992,0.6028284917132309,0.6088558066807785,4,PSO
Sleep-EDF,55,4,55,0.11246322957158338,0.004202377960195693,30,1.017890214920044,0.5484375,0.5825308818616604,0.5406379900293417,0.5273744249812988,4,PSO
Sleep-EDF,62,4,71,0.44542586925966665,0.004411456267574527,39,0.9681842923164368,0.55390625,0.4875064946637947,0.5495749177546735,0.4972052632974265,4,PSO
Sleep-EDF,43,4,75,0.2800397290010181,0.003590949225875917,39,0.9482987523078918,0.575,0.6179060532687651,0.5612143271907503,0.5527117575694342,4,PSO
Sleep-EDF,53,4,75,0.14515320707446996,0.004348344361542389,39,1.0484739542007446,0.53828125,0.5555162582782895,0.5232807868253786,0.5144816635343852,4,PSO
Sleep-EDF,56,4,78,0.3480069495290642,0.004187451910605295,40,1.0261037349700928,0.51796875,0.5182539682539682,0.5041526136811214,0.4683618553598258,4,PSO
Sleep-EDF,63,4,79,0.45158698988685386,0.0027569647311529778,40,1.0719692707061768,0.5515625,0.5891441739596565,0.5411649730221317,0.5223456479913644,4,PSO
Sleep-EDF,57,3,76,0.2156848135737997,0.0037666689895838918,43,1.0420151948928833,0.5453125,0.5265382818403249,0.5238616903228648,0.48320466742385937,4,PSO
Sleep-EDF,69,4,105,0.486029114134769,0.00507095927937547,43,1.1491844654083252,0.51328125,0.4431322012416906,0.5069212044476041,0.42151608583151867,4,PSO
Sleep-EDF,50,3,96,0.33095984693086145,0.004663322546258153,34,1.0602607727050781,0.55390625,0.4348067298613459,0.5347104923682297,0.47378797538117345,4,PSO
Sleep-EDF,55,4,57,0.3240461450685048,0.0001981718149771632,41,1.265236258506775,0.4796875,0.4558674252280186,0.46024103624695123,0.40544304864090763,4,PSO
Sleep-EDF,56,4,66,0.15671055181158897,0.008573111146295147,37,1.1326109170913696,0.49140625,0.45732669522510416,0.47399898996464396,0.4421542075413315,3,PSO
Sleep-EDF,63,3,61,0.36813279569267854,0.005672267831630467,40,1.0357729196548462,0.565625,0.5449779566047275,0.5467544550797909,0.5210137436571458,4,PSO
Sleep-EDF,66,3,75,0.22206319527560286,0.00875986025670205,35,1.229995846748352,0.528125,0.5523522744279097,0.5136924173143775,0.485071982513669,4,PSO
