dataset,trial,filters,kernel_size,lstm_units,dropout,learning_rate,batch_size,val_loss,val_accuracy,precision,recall,f1,epochs_used,method
Sleep-EDF,72,64,2,64,0.3,0.0001,64,1.4658350944519043,0.328125,0.32205657916472374,0.30587445755172354,0.24988895781517823,4,Grid Search
Sleep-EDF,73,64,5,32,0.1,0.01,16,1.1239885091781616,0.49609375,0.42871076893746884,0.48992757258878683,0.4176208147316534,4,Grid Search
Sleep-EDF,74,64,5,32,0.1,0.01,64,1.2815139293670654,0.43515625,0.5643243594533214,0.4440035790159459,0.427019584703228,4,Grid Search
Sleep-EDF,75,64,5,32,0.1,0.001,16,0.8886576890945435,0.63046875,0.6266254646670061,0.6190713647902715,0.617375583364563,4,Grid Search
Sleep-EDF,76,64,5,32,0.1,0.001,64,1.5112946033477783,0.25703125,0.30627039627039626,0.23108273897057696,0.1408428852871151,3,Grid Search
Sleep-EDF,77,64,5,32,0.1,0.0001,16,0.974400520324707,0.5890625,0.5522802830253098,0.573974489297529,0.557390714608837,4,Grid Search
Sleep-EDF,78,64,5,32,0.1,0.0001,64,1.3678325414657593,0.42734375,0.40160322392823966,0.4055523611520269,0.35063187729730294,4,Grid Search
Sleep-EDF,79,64,5,32,0.3,0.01,16,1.1202473640441895,0.503125,0.4381308544595618,0.49873360526975546,0.44622373500024554,4,Grid Search
Sleep-EDF,80,64,5,32,0.3,0.01,64,1.1581401824951172,0.5078125,0.5409917699245642,0.49348537553896127,0.4707337306960152,4,Grid Search
Sleep-EDF,81,64,5,32,0.3,0.001,16,0.9268198013305664,0.6,0.6015456563742363,0.5936137814685215,0.5891045482223991,4,Grid Search
Sleep-EDF,82,64,5,32,0.3,0.001,64,1.5904576778411865,0.25234375,0.2785466146756469,0.22825072366312127,0.12330564479274217,3,Grid Search
Sleep-EDF,83,64,5,32,0.3,0.0001,16,1.1153159141540527,0.52265625,0.4871964512574862,0.5092238999327349,0.46564000081858226,4,Grid Search
Sleep-EDF,84,64,5,32,0.3,0.0001,64,1.4682788848876953,0.3421875,0.37448959137101423,0.3229930456949675,0.2598403736881237,4,Grid Search
Sleep-EDF,85,64,5,64,0.1,0.01,16,1.4371241331100464,0.36875,0.24250219283612062,0.35118376538903656,0.2241060061560009,3,Grid Search
Sleep-EDF,86,64,5,64,0.1,0.01,64,1.0926110744476318,0.46015625,0.5661380901564194,0.4499792516677427,0.42231019167097594,4,Grid Search
Sleep-EDF,87,64,5,64,0.1,0.001,16,0.8653429746627808,0.62421875,0.6105926199791673,0.6071025753685072,0.5929191819712403,4,Grid Search
Sleep-EDF,88,64,5,64,0.1,0.001,64,1.2499189376831055,0.45546875,0.475206250023842,0.4381076104362407,0.40602079215524595,4,Grid Search
Sleep-EDF,89,64,5,64,0.1,0.0001,16,0.9159387350082397,0.60859375,0.5845179584379443,0.5934625804247606,0.5818316850268264,4,Grid Search
Sleep-EDF,90,64,5,64,0.1,0.0001,64,1.4074677228927612,0.384375,0.48188197767145136,0.36263172009692646,0.30244331301578714,4,Grid Search
Sleep-EDF,91,64,5,64,0.3,0.01,16,1.2395744323730469,0.43359375,0.43083739101884333,0.4335615400782893,0.4134503268867422,4,Grid Search
Sleep-EDF,92,64,5,64,0.3,0.01,64,1.1112374067306519,0.53046875,0.4854248734879024,0.5099560606672274,0.4650350382602806,4,Grid Search
Sleep-EDF,93,64,5,64,0.3,0.001,16,0.8746765851974487,0.6390625,0.6214059823533685,0.6238368118405958,0.6135427373808171,4,Grid Search
Sleep-EDF,94,64,5,64,0.3,0.001,64,1.4232546091079712,0.41640625,0.4252080397763172,0.3954811285737245,0.3334124890264528,4,Grid Search
Sleep-EDF,95,64,5,64,0.3,0.0001,16,0.9892421960830688,0.57734375,0.5483047596042578,0.5617275410055644,0.5439063255906225,4,Grid Search
Sleep-EDF,96,64,5,64,0.3,0.0001,64,1.4571456909179688,0.37890625,0.39729097393931123,0.3563257660369892,0.3004208415361871,4,Grid Search
